ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1313,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,2,12,0.0,145.7645
1314,Medium,F,M,1,83287.0,Y,52,6080.61,30,1520.1525,152.01525,4.5,5,10,0.0,152.01525
1315,Low,F,M,1,98680.4,Y,48,17581.76,8,8790.88,879.088,2.0,3,8,879.088,0.0
1316,Medium,M,M,1,65619.7,Y,53,13561.36,144,6780.68,678.068,36.0,5,7,0.0,678.068
1317,High,F,M,1,95620.3,Y,53,10911.09,93,5455.545,545.5545,23.25,1,5,0.0,545.5545
1318,Low,F,S,0,85275.0,N,62,22482.25,151,11241.125,1124.1125,37.75,3,7,1124.1125,0.0
1319,Low,F,M,1,66921.4,Y,70,15701.57,8,7850.785,785.0785,2.0,2,7,785.0785,0.0
1320,High,F,M,1,98453.6,Y,61,13721.37,11,6860.685,686.0685,2.75,2,10,0.0,686.0685
1321,High,F,S,2,57420.0,Y,52,25182.52,252,12591.26,1259.126,63.0,4,7,0.0,1259.126
1322,High,M,M,0,70000.0,N,55,3930.39,26,982.5975,98.25975,3.9,5,19,0.0,196.5195
1323,Low,M,M,2,47639.1,N,41,17481.75,39,8740.875,874.0875,9.75,2,10,874.0875,0.0
1324,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,3,8,1143.6145,0.0
1325,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,3,13,0.0,124.5125
1326,High,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,4,8,0.0,747.0745
1327,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,2,6,0.0,1020.602
1328,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,9,0.0,617.0615
1329,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,1,14,0.0,218.52175
1330,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,1,6,1097.1095,0.0
1331,High,F,S,2,11251.1,Y,41,28422.84,113,14211.42,1421.142,28.25,3,10,0.0,1421.142
1332,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,3,12,0.0,38.00375
1333,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,3,6,0.0,948.595
1334,High,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,4,8,0.0,947.0945
1335,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,4,10,1320.132,0.0
1336,Medium,F,M,1,13829.4,N,24,45004.5,8,22502.25,2250.225,2.0,1,5,0.0,2250.225
1337,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,2,10,0.0,17.25175
1338,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,4,7,0.0,962.096
1339,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,9,850.585,0.0
1340,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545,0.0
1341,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,2,6,1093.6095,0.0
1342,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,5,19,0.0,432.5435
1343,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,1,8,0.0,1043.1045
1344,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,5,0.0,766.0765
1345,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,4,10,874.5875,0.0
1346,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,1,16,0.0,429.043
1347,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,5,5,557.0555,0.0
1348,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,4,18,0.0,120.012
1349,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,2,11,0.0,247.52475
1350,Medium,M,S,0,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,2,12,0.0,139.764
1351,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1352,High,F,M,1,30000.0,N,21,33003.3,160,16501.65,1650.165,40.0,1,9,0.0,1650.165
1353,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,2,14,0.0,71.007
1354,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,4,9,1123.1125,0.0
1355,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,1,14,0.0,25.7525
1356,High,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,1,18,0.0,188.019
1357,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,2,6,0.0,1044.6045
1358,Low,F,S,0,41000.0,N,22,28002.8,262,14001.4,1400.14,65.5,5,6,1400.14,0.0
1359,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,7,1110.111,0.0
1360,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,4,7,586.0585,0.0
1361,High,M,S,0,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,2,19,0.0,428.043
1362,Low,F,M,1,32962.6,N,24,25772.58,26,12886.29,1288.629,6.5,1,10,1288.629,0.0
1363,High,F,S,0,42000.0,N,21,39003.9,154,19501.95,1950.195,38.5,3,10,0.0,1950.195
1364,High,F,S,0,39000.0,N,22,59005.9,61,29502.95,2950.295,15.25,4,10,0.0,2950.295
1365,Low,F,S,2,42000.0,N,20,43004.3,35,21502.15,2150.215,8.75,1,9,2150.215,0.0
1366,Low,F,D,1,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,8,700.07,0.0
1367,Low,F,S,2,35089.0,N,18,42004.2,38,21002.1,2100.21,9.5,2,6,2100.21,0.0
1368,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,2,6,1422.6425,0.0
1369,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,5,5,0.0,698.07
1370,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,3,10,0.0,1050.105
1371,Medium,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,3,8,0.0,1474.6475
1372,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,10,0.0,91.75925
1373,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,1,10,0.0,125.7625
1374,Low,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,7,1070.607,0.0
1375,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,2,18,0.0,150.515
1376,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,5,0.0,1046.1045
1377,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,5,10,0.0,82.50825
1378,High,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,6,0.0,930.093
1379,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,4,9,0.0,1041.604
1380,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,4,8,0.0,1082.108
1381,High,F,S,2,16938.5,N,42,13351.34,8,6675.67,667.567,2.0,4,9,0.0,667.567
1382,Medium,F,M,0,55221.0,N,46,490.05,15,122.5125,12.25125,2.25,3,11,0.0,12.25125
1383,High,F,M,1,8073.11,N,47,28702.87,60,14351.435,1435.1435,15.0,4,9,0.0,1435.1435
1384,High,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,1,6,0.0,1212.121
1385,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,5,9,1441.144,0.0
1386,Low,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,5,9,1496.6495,0.0
1387,High,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,8,0.0,1455.6455
1388,High,F,S,0,42760.5,N,48,13471.35,40,6735.675,673.5675,10.0,1,9,0.0,673.5675
1389,Medium,F,S,1,49072.0,N,53,23502.35,10,11751.175,1175.1175,2.5,4,9,0.0,1175.1175
1390,High,F,M,0,27371.8,Y,62,16141.61,126,8070.805,807.0805,31.5,2,9,0.0,807.0805
1391,Low,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,3,5,801.08,0.0
1392,Medium,F,M,0,95405.7,N,62,7740.77,6,1935.1925,193.51925,0.9,5,14,0.0,193.51925
1393,Low,F,S,0,95786.8,Y,41,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065,0.0
1394,High,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,2,17,0.0,43.5045
1395,High,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,5,6,0.0,901.09
1396,High,F,M,2,56187.0,N,43,8090.81,13,2022.7025,202.27025,1.95,3,16,0.0,404.5405
1397,High,F,S,1,35000.0,N,24,23562.36,206,11781.18,1178.118,51.5,2,5,0.0,1178.118
1398,Medium,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,1,18,0.0,140.014
1399,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,1,10,622.5625,0.0
1400,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,8,1326.1325,0.0
1401,High,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,1,7,0.0,1011.101
1402,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,2,11,0.0,234.5235
1403,High,M,S,0,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,5,18,0.0,482.5485
1404,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,7,0.0,872.087
1405,High,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,4,9,0.0,1119.612
1406,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,2,6,0.0,577.0575
1407,Low,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,2,7,741.574,0.0
1408,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,3,9,1022.6025,0.0
1409,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,4,5,0.0,1472.147
1410,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,10,1119.112,0.0
1411,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,2,6,0.0,802.08
1412,High,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,5,16,0.0,187.519
1413,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,5,6,1276.6275,0.0
1414,Medium,F,M,1,43894.5,N,40,29282.93,40,14641.465,1464.1465,10.0,1,7,0.0,1464.1465
1415,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,5,8,1398.64,0.0
1416,Low,F,S,1,94278.7,Y,53,26682.67,9,13341.335,1334.1335,2.25,5,6,1334.1335,0.0
1417,High,F,M,0,83900.2,N,45,28212.82,8,14106.41,1410.641,2.0,5,8,0.0,1410.641
1418,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,2,8,1139.614,0.0
1419,Low,F,M,0,91708.4,N,37,17211.72,31,8605.86,860.586,7.75,5,7,860.586,0.0
1420,Low,F,S,0,64335.0,Y,19,17001.7,137,8500.85,850.085,34.25,5,10,850.085,0.0
1421,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,7,1493.1495,0.0
1422,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,5,0.0,1386.1385
1423,High,F,S,0,76142.0,N,32,28422.84,84,14211.42,1421.142,21.0,5,5,0.0,1421.142
1424,High,F,M,1,46513.5,N,30,17061.71,41,8530.855,853.0855,10.25,5,6,0.0,853.0855
1425,High,M,S,1,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,5,20,0.0,152.015
1426,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,8,1107.611,0.0
1427,High,F,S,0,98716.3,N,56,20972.1,13,10486.05,1048.605,3.25,2,5,0.0,1048.605
1428,Low,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,1,6,582.058,0.0
1429,Low,F,S,2,6440.46,Y,46,22662.27,27,11331.135,1133.1135,6.75,4,5,1133.1135,0.0
1430,Medium,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,5,11,0.0,209.021
1431,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,3,15,0.0,305.5305
1432,High,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,3,5,0.0,868.587
1433,Medium,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,1,12,0.0,66.25675
1434,High,F,M,0,78851.3,N,48,370.04,28,92.51,9.251,4.2,4,15,0.0,18.502
1435,Medium,M,S,0,72928.2,N,39,7450.75,196,1862.6875,186.26875,29.4,5,12,0.0,186.26875
1436,Low,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,1,9,1349.635,0.0
1437,High,F,M,0,83891.9,Y,61,28922.89,45,14461.445,1446.1445,11.25,5,9,0.0,1446.1445
1438,High,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,5,18,0.0,478.548
1439,High,F,S,0,73228.3,N,70,22472.25,28,11236.125,1123.6125,7.0,4,8,0.0,1123.6125
1440,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,7,0.0,652.5655
1441,Medium,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,2,7,0.0,1496.1495
1442,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,4,5,1371.137,0.0
1443,Low,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,3,9,598.06,0.0
1444,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,3,7,0.0,800.58
1445,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,10,0.0,518.052
1446,Low,M,M,1,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,3,10,1471.647,0.0
1447,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,1,9,595.5595,0.0
1448,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,3,15,0.0,7.25075
1449,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,4,10,1297.1295,0.0
1450,High,F,M,0,66666.0,N,60,29642.96,90,14821.48,1482.148,22.5,3,8,0.0,1482.148
1451,High,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,2,9,0.0,762.5765
1452,High,M,S,0,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,5,16,0.0,291.529
1453,High,F,M,1,77000.0,Y,48,6080.61,30,1520.1525,152.01525,4.5,4,19,0.0,304.0305
1454,High,F,M,1,98680.4,Y,43,17581.76,8,8790.88,879.088,2.0,4,9,0.0,879.088
1455,High,M,M,0,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,3,9,0.0,678.068
1456,Low,F,M,1,95620.3,Y,46,10911.09,93,5455.545,545.5545,23.25,1,7,545.5545,0.0
1457,High,F,S,0,85275.0,N,70,22482.25,151,11241.125,1124.1125,37.75,1,9,0.0,1124.1125
1458,High,F,M,1,66921.4,Y,55,15701.57,8,7850.785,785.0785,2.0,5,5,0.0,785.0785
1459,Low,F,M,1,98453.6,Y,52,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685,0.0
1460,High,F,S,2,57420.0,Y,43,25182.52,252,12591.26,1259.126,63.0,2,6,0.0,1259.126
1461,Medium,M,M,0,58986.2,N,27,3930.39,26,982.5975,98.25975,3.9,5,13,0.0,98.25975
1462,Low,F,M,2,47639.1,N,61,17481.75,39,8740.875,874.0875,9.75,3,6,874.0875,0.0
1463,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,9,1143.6145,0.0
1464,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,3,14,0.0,124.5125
1465,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,1,7,747.0745,0.0
1466,Medium,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,5,5,0.0,1020.602
1467,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,9,0.0,617.0615
1468,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,5,12,0.0,218.52175
1469,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,5,10,1097.1095,0.0
1470,High,F,S,2,11251.1,Y,46,28422.84,113,14211.42,1421.142,28.25,5,10,0.0,1421.142
1471,High,M,S,1,37626.0,N,34,7500.75,71,1875.1875,187.51875,10.65,5,16,0.0,375.0375
1472,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,2,9,0.0,948.595
1473,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,2,5,947.0945,0.0
1474,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,3,7,1320.132,0.0
1475,Low,F,M,1,13829.4,N,20,45004.5,8,22502.25,2250.225,2.0,5,7,2250.225,0.0
1476,High,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,19,0.0,34.5035
1477,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,10,0.0,962.096
1478,High,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,2,9,0.0,850.585
1479,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545,0.0
1480,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,4,5,1093.6095,0.0
1481,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,4,18,0.0,432.5435
1482,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,5,8,0.0,1043.1045
1483,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,5,6,0.0,766.0765
1484,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,1,10,874.5875,0.0
1485,Medium,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,2,15,0.0,214.5215
1486,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,1,5,557.0555,0.0
1487,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,5,17,0.0,120.012
1488,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1489,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,2,18,0.0,495.0495
1490,Medium,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,14,0.0,139.764
1491,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1492,Low,F,M,1,14085.5,N,19,29002.9,160,14501.45,1450.145,40.0,2,7,1450.145,0.0
1493,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,5,19,0.0,142.014
1494,High,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,2,8,0.0,1123.1125
1495,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,4,15,0.0,25.7525
1496,High,M,S,0,89142.7,N,32,3760.38,5,940.095,94.0095,0.75,1,17,0.0,188.019
1497,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,4,7,1044.6045,0.0
1498,Low,F,S,0,32962.6,N,23,45004.5,262,22502.25,2250.225,65.5,3,6,2250.225,0.0
1499,High,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,5,5,0.0,1110.111
1500,Medium,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,3,5,0.0,586.0585
1501,High,M,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,5,16,0.0,428.043
1502,High,F,M,1,42000.0,N,24,33003.3,26,16501.65,1650.165,6.5,3,8,0.0,1650.165
1503,Low,F,S,0,43000.0,N,24,28002.8,154,14001.4,1400.14,38.5,3,9,1400.14,0.0
1504,High,F,S,0,42000.0,N,23,25772.58,61,12886.29,1288.629,15.25,3,6,0.0,1288.629
1505,Medium,F,S,2,32098.0,N,22,38003.8,35,19001.9,1900.19,8.75,4,7,1900.19,0.0
1506,Low,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,4,5,700.07,0.0
1507,High,F,S,2,35000.0,N,19,39003.9,38,19501.95,1950.195,9.5,3,7,0.0,1950.195
1508,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,3,8,1422.6425,0.0
1509,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,5,6,698.07,0.0
1510,Low,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,4,8,1050.105,0.0
1511,High,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,9,0.0,1474.6475
1512,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,5,15,0.0,91.75925
1513,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,2,13,0.0,125.7625
1514,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,5,6,0.0,1070.607
1515,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,3,15,0.0,150.515
1516,Low,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,4,6,1046.1045,0.0
1517,High,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,1,15,0.0,165.0165
1518,High,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,2,10,0.0,930.093
1519,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,4,8,0.0,1041.604
1520,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,3,5,0.0,1082.108
1521,Low,F,S,2,16938.5,N,46,13351.34,8,6675.67,667.567,2.0,5,10,667.567,0.0
1522,Medium,F,M,0,55221.0,N,48,490.05,15,122.5125,12.25125,2.25,4,17,0.0,24.5025
1523,High,F,M,1,8073.11,N,53,28702.87,60,14351.435,1435.1435,15.0,1,7,0.0,1435.1435
1524,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,3,5,1212.121,0.0
1525,Medium,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,1,8,0.0,1441.144
1526,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,10,0.0,1496.6495
1527,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,3,10,1455.6455,0.0
1528,Low,F,S,0,42760.5,N,62,13471.35,40,6735.675,673.5675,10.0,2,7,673.5675,0.0
1529,High,F,S,1,49072.0,N,41,23502.35,10,11751.175,1175.1175,2.5,2,6,0.0,1175.1175
1530,Low,F,M,0,27371.8,Y,43,16141.61,126,8070.805,807.0805,31.5,1,7,807.0805,0.0
1531,Medium,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,3,6,801.08,0.0
1532,High,F,M,0,95405.7,N,70,7740.77,6,1935.1925,193.51925,0.9,2,15,0.0,387.0385
1533,High,F,S,0,95786.8,Y,58,21332.13,87,10666.065,1066.6065,21.75,4,7,0.0,1066.6065
1534,High,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,16,0.0,43.5045
1535,Low,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,10,901.09,0.0
1536,Medium,F,M,2,56187.0,N,53,8090.81,13,2022.7025,202.27025,1.95,3,17,0.0,404.5405
1537,High,F,S,1,38000.0,N,24,23562.36,206,11781.18,1178.118,51.5,2,7,0.0,1178.118
1538,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,1,6,0.0,622.5625
1539,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,2,8,1326.1325,0.0
1540,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,2,8,1011.101,0.0
1541,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,13,0.0,234.5235
1542,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,4,20,0.0,482.5485
1543,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,5,0.0,872.087
1544,High,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,5,8,0.0,1119.612
1545,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,1,9,0.0,577.0575
1546,Low,F,S,1,37000.0,N,24,23562.36,206,11781.18,1178.118,51.5,4,7,1178.118,0.0
1547,High,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,4,17,0.0,140.014
1548,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,5,9,0.0,622.5625
1549,Low,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,1,5,1326.1325,0.0
1550,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,3,7,1011.101,0.0
1551,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,3,20,0.0,469.047
1552,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,3,19,0.0,482.5485
1553,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,7,872.087,0.0
1554,Medium,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,2,8,0.0,1119.612
1555,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,2,10,577.0575,0.0
1556,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,1,8,0.0,741.574
1557,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,3,5,1022.6025,0.0
1558,High,F,S,1,97689.2,N,59,6080.61,8,1520.1525,152.01525,1.2,1,16,0.0,304.0305
1559,Low,F,S,1,75397.8,Y,58,24422.44,35,12211.22,1221.122,8.75,3,6,1221.122,0.0
1560,Low,F,M,1,49453.8,N,55,17131.71,12,8565.855,856.5855,3.0,3,9,856.5855,0.0
1561,Medium,M,M,0,92881.8,N,21,2150.22,85,537.555,53.7555,12.75,3,15,0.0,53.7555
1562,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,1,6,0.0,1472.147
1563,Medium,F,S,0,68641.5,Y,48,5100.51,50,1275.1275,127.51275,7.5,1,14,0.0,127.51275
